#{"t_start": 1760091914.9956167, "env_id": "None"}
r,l,t
-734.0167,5000,3136.451069
411.5219,5000,3138.172686
632.5125,5000,3142.394731
-294.51373,5000,3144.472487
-73.12514,5000,3149.286894
-129.45335,5000,3151.078499
-247.21274,5000,3154.780177
-419.97003,5000,3157.01806
-133.6407,5000,3161.475687
399.37625,5000,3163.201718
-102.672424,5000,3166.953951
201.79767,5000,3168.942904
-322.48196,5000,3174.128042
-718.5334,5000,3175.828502
558.50024,5000,3179.433111
-875.5388,5000,3181.439709
-754.3554,5000,3185.871634
-97.5475,5000,3187.757011
-667.96954,5000,3191.393971
-491.15286,5000,3193.550994
-434.05893,5000,3198.069276
-851.205,5000,3199.808956
667.4722,5000,3203.949606
-130.53955,5000,3206.019886
260.7004,5000,3210.759856
-161.75558,5000,3212.382515
-1125.667,5000,3216.145836
-73.14514,5000,3218.328247
-155.99854,5000,3222.840432
-164.10625,5000,3224.84813
-225.23416,5000,3228.526307
-306.48898,5000,3230.950923
-204.32494,5000,3235.784609
-134.57057,5000,3237.394198
494.69513,5000,3241.113924
-165.66255,5000,3243.286061
-389.62946,5000,3247.935286
-429.8457,5000,3249.684042
-301.2821,5000,3253.333159
-188.86139,5000,3255.37723
364.35144,5000,3260.328796
-116.71714,5000,3262.335892
-363.00122,5000,3266.075468
-100.77128,5000,3268.222421
-137.66182,5000,3272.72388
-667.35614,5000,3274.398277
-78.56076,5000,3278.241058
200.02525,5000,3280.253626
-289.22464,5000,3284.973174
-206.56682,5000,3286.644605
-432.96228,5000,3290.753048
-183.0663,5000,3293.198578
-612.4286,5000,3297.764546
663.22675,5000,3299.471755
517.5578,5000,3303.058765
-121.60022,5000,3305.928464
58.13894,5000,3310.964194
-298.97632,5000,3312.748981
-421.57175,5000,3316.550171
-189.50641,5000,3320.502788
-270.0719,5000,3326.912683
67.71031,5000,3328.775599
-112.757126,5000,3332.383184
-605.49084,5000,3334.490003
420.09592,5000,3339.447903
-152.24857,5000,3341.173361
-93.30856,5000,3344.828991
523.4957,5000,3346.880176
-241.69606,5000,3351.758784
-102.3756,5000,3353.558741
544.7173,5000,3357.211087
99.54442,5000,3359.288733
400.97147,5000,3363.992646
175.30624,5000,3365.741497
-318.81723,5000,3369.362942
-124.110535,5000,3371.394849
-242.28001,5000,3375.843666
-142.85204,5000,3377.545637
-116.11158,5000,3381.658289
209.48236,5000,3383.671343
-747.25867,5000,3388.484174
356.48273,5000,3390.367448
