#{"t_start": 1787390666.4845655, "env_id": "None"}
r,l,t
3552.57,720,3.659511
1969.5964,720,3.659614
11672.084,720,3.65963
3071.47,720,6.098469
6026.5425,720,6.098542
4470.9263,720,6.09856
4403.2744,720,8.490644
2620.6528,720,8.490697
10642.009,720,8.490709
3684.8655,720,10.817105
9705.737,720,10.817158
1284.7479,720,10.817172
