#{"t_start": 1770881564.9366617, "env_id": "None"}
r,l,t
-121.765945,449,1326.563494
-107.488815,224,1326.593185
-134.4474,185,1326.730704
-52.132187,103,1326.87619
-249.4427,491,1327.062785
-237.72943,452,1327.209694
-90.25001,137,1327.257852
-1100.2081,2323,1327.278919
-345.46866,927,1327.492274
-138.4909,255,1327.5728
-230.52905,1403,1327.616386
-468.85922,813,1327.754566
-181.78017,353,1327.781857
-8.901633,31,1327.799118
-225.44214,666,1327.828447
-100.200615,277,1328.012416
-202.14331,582,1328.091494
-62.929203,170,1328.253331
-218.00214,264,1328.628338
-527.45905,2211,1328.706753
-327.0012,950,1328.847617
-690.3844,973,1328.962816
-76.946594,115,1329.011995
-77.32717,255,1329.324987
-131.28122,326,1329.47768
-331.58972,567,1329.521262
-524.23096,1140,1329.724059
-544.6793,1389,1329.78879
-17.77032,59,1329.806971
-671.94257,1702,1330.216346
-291.41022,518,1330.26238
-304.13632,1424,1330.665709
-402.34814,962,1330.703799
-638.811,2089,1330.812764
-398.13922,1099,1331.049272
-56.08493,120,1331.219579
-248.26215,936,1331.592032
-71.88825,275,1331.608946
-72.074776,136,1331.802454
-47.606716,156,1332.024859
-766.8165,1617,1332.087642
-364.74533,1055,1332.204103
-294.6404,1466,1332.302011
-32.46726,70,1332.30309
-15.879726,22,1332.332277
-70.35121,207,1332.38244
-194.19339,1917,1332.534087
-124.24245,191,1332.574651
-602.71246,1321,1332.690677
-63.270226,280,1332.730344
-109.440544,800,1332.730382
-86.14186,210,1332.99074
-115.83434,439,1333.1998
-119.36473,231,1333.535496
-223.8855,1090,1333.585354
-477.09326,2057,1333.601455
-238.93446,758,1333.81878
-36.096687,183,1333.860691
-441.8236,1045,1334.028914
-312.3705,472,1334.498153
-100.1859,417,1334.632953
-391.1413,561,1334.67249
-577.9623,1416,1334.767045
-376.7665,1742,1334.883475
-169.78003,903,1334.883528
-99.33103,153,1334.890309
-29.54493,76,1334.992302
-59.68122,175,1335.142492
-163.79927,365,1335.408661
-162.08374,576,1335.460774
-701.9302,1344,1335.467943
-532.3773,1954,1335.809414
-95.64598,635,1335.911104
-186.3918,442,1336.107044
-75.550674,205,1336.203349
-539.7258,1004,1336.212186
-61.925476,76,1336.321097
-16.544333,34,1336.37039
-336.95865,789,1336.594122
-146.48474,451,1336.751262
-79.29742,121,1336.768464
-130.35529,429,1336.814094
-563.4555,1063,1336.932436
-379.30087,1722,1336.969446
-65.30348,158,1336.97431
-248.78537,964,1337.179019
-181.48656,441,1337.44007
-78.14957,328,1337.440123
-10.578797,15,1337.461991
-188.4515,530,1337.518863
-71.30698,92,1337.649681
-65.506935,208,1337.735177
-100.128944,580,1337.792993
-238.13547,657,1337.868147
-115.2384,289,1338.063036
-10.73995,12,1338.079962
-272.03696,669,1338.133625
-277.67502,1401,1338.362549
-188.11456,685,1338.441195
-74.099075,291,1338.497836
-380.1665,786,1339.270261
-577.8336,1089,1339.30588
-486.00137,1048,1339.305918
-17.6613,35,1339.356533
-76.30491,640,1339.367761
-185.21803,757,1339.46049
-55.179344,107,1339.521767
-79.652916,184,1339.61966
-22.460451,170,1339.764247
-83.748,364,1340.1369
-350.16193,1152,1340.155613
-289.0711,599,1340.161364
-99.27557,117,1340.304818
-218.72733,397,1340.330463
-20.381205,56,1340.385211
-724.2361,3802,1340.590787
-420.5356,1959,1340.681658
-135.8995,264,1340.710535
-191.50966,895,1340.741719
-348.49896,1071,1340.803274
-219.64384,478,1340.847658
-222.46506,335,1340.866649
-51.484158,171,1341.093682
-143.68849,279,1341.204381
-288.52966,365,1341.233479
-88.60566,179,1341.348626
-53.44634,174,1341.600082
-299.5018,710,1341.698822
-107.879196,173,1341.944722
-210.65999,656,1342.141901
-9.551503,11,1342.157582
-78.308754,448,1342.240789
-126.84956,1129,1342.357304
-393.413,828,1342.417833
-350.85214,1123,1342.475104
-134.65256,228,1342.482979
-191.65602,454,1342.59529
-278.8243,1606,1342.890894
-96.5116,294,1343.013842
-98.474335,470,1343.088058
-70.149506,189,1343.159834
-457.50998,2117,1343.18434
-53.557606,200,1343.371041
-50.15154,145,1343.39119
-149.2631,743,1343.416083
-25.379566,73,1343.476968
-256.56317,1077,1344.024336
-180.02025,489,1344.117748
-225.93004,621,1344.284866
-314.9577,1875,1344.921123
-10.735595,14,1344.942399
-326.93082,1344,1345.084428
-1044.9884,1865,1345.142713
-322.16486,1165,1345.147593
-303.57333,1569,1345.264384
-49.652412,114,1345.312323
-15.668886,36,1345.318382
-128.82056,197,1345.601932
-19.306938,30,1345.644537
-86.22219,538,1345.718455
-177.29062,450,1345.735805
-95.73948,448,1345.954318
-204.64764,526,1346.484088
-209.1619,1022,1346.619096
-488.20874,1869,1346.710667
-362.4261,1088,1347.277658
-588.20526,2223,1347.311348
-252.66374,439,1347.337706
-755.26196,1334,1347.555022
-639.4865,1140,1347.588892
-370.24326,802,1347.63753
-345.21613,743,1347.68219
-53.482605,158,1347.906549
-7.491192,10,1347.920049
-68.543755,246,1348.271103
-22.078022,40,1348.327714
-270.74875,606,1348.449017
-150.0674,796,1348.7687
-55.418766,244,1348.79695
-71.83627,336,1348.806403
-699.2852,1053,1349.052809
-817.3861,3398,1349.144999
-79.69497,285,1349.202278
-168.90445,281,1349.206097
-125.0615,321,1349.228086
-546.2958,1525,1349.450388
-27.812635,61,1349.537612
-257.9755,1701,1349.757724
-252.51263,485,1349.892783
-77.94598,560,1349.941659
-376.98514,643,1349.968757
-48.459602,115,1350.055414
-1217.5742,1967,1350.110172
-201.9562,434,1350.152018
-197.10982,666,1350.174304
-242.32472,548,1350.535542
-63.854572,74,1350.639541
-281.6922,503,1350.769209
-91.615166,512,1351.366136
-1024.5878,1572,1351.437702
-686.8875,916,1351.472766
-261.99197,529,1351.519131
-42.47392,63,1351.52799
-111.196724,362,1351.883307
-99.78131,339,1352.003469
-122.97037,473,1352.153115
-272.41287,448,1352.17401
-507.65125,1599,1352.395808
-249.23856,1917,1352.680763
-55.494823,235,1352.729364
-835.99286,2152,1353.043091
-45.5227,267,1353.112623
-73.691666,204,1353.404453
-1005.2137,2342,1353.500851
-201.97372,944,1353.529586
-140.55627,420,1353.644579
-440.5586,1265,1353.704301
-47.67647,122,1353.883821
-54.78797,250,1354.006687
-38.201603,207,1354.307904
-443.47806,1249,1354.478077
-319.41006,743,1354.574099
-311.44058,549,1354.67244
-303.87787,1910,1354.900358
-107.53902,405,1355.054973
-393.73544,2275,1355.279809
-405.3558,832,1355.49849
-52.18027,63,1355.588629
-204.60767,398,1355.627347
-215.17154,737,1355.628465
-24.420712,51,1355.699423
-119.7668,172,1355.834342
-211.86662,698,1355.899155
-78.07108,202,1356.121289
-767.69415,1808,1356.124627
-408.30093,1054,1356.179643
-303.85352,688,1356.264174
-55.75155,122,1356.298272
-707.80597,2131,1356.467611
-195.11334,514,1356.637458
-64.89465,89,1356.76294
-150.52469,471,1356.797969
-40.955887,244,1356.813666
-170.55417,388,1356.819513
-76.8581,173,1357.008796
-193.69962,624,1357.071298
-73.21734,246,1357.162637
-600.4136,1124,1357.234675
-86.13699,300,1357.246263
-75.559944,191,1357.343769
-27.059864,110,1357.401983
-89.84658,283,1357.412375
-29.302132,479,1357.480549
-112.902725,227,1357.724644
-140.19264,350,1357.842542
-181.08072,690,1358.144917
-174.21344,354,1358.22979
-145.46844,295,1358.261319
-371.70538,1999,1358.5617
-130.61664,314,1358.686659
-102.187386,946,1358.770196
-128.53444,190,1359.039571
-125.197365,373,1359.092547
-389.39398,616,1359.150923
-504.49796,2052,1359.234679
-103.927505,182,1359.359168
-627.7097,1569,1359.486243
-182.61934,661,1359.635252
-195.9003,392,1359.714941
-117.03521,420,1359.837514
-190.45477,569,1359.857042
-20.384716,23,1359.890391
-176.38191,304,1360.067472
-87.69161,285,1360.121501
-13.84235,41,1360.127743
-99.42621,276,1360.231095
-769.28815,2116,1360.510763
-5.4461474,2,1360.514602
-312.8688,872,1360.727335
-334.0224,1219,1361.094649
-23.730145,27,1361.131865
-985.7612,2493,1361.708673
-313.9941,607,1361.994226
-775.17773,1350,1362.430325
-309.74518,1647,1362.465643
-875.0443,1860,1362.533005
-320.96802,1636,1362.555333
-259.33212,632,1362.607217
-124.04369,731,1363.032247
-123.11661,310,1363.048375
-50.723915,419,1363.062468
-48.18093,379,1363.094938
-42.312107,96,1363.17018
-1136.3346,2171,1363.206346
-756.422,1796,1363.27932
-67.22411,176,1363.458034
-181.26414,292,1363.47997
-86.02383,221,1363.485689
-267.16415,782,1363.546608
-61.975353,95,1363.626208
-81.740555,178,1363.723936
-110.89217,553,1363.894506
-19.982693,130,1363.908596
-300.7898,607,1363.925749
-48.647488,98,1364.033758
-46.30317,158,1364.151422
-43.279682,211,1364.452221
-90.323875,421,1364.510573
-272.46994,557,1364.830556
-267.551,1002,1365.06364
-54.676384,228,1365.158284
-337.04266,1377,1365.258476
-69.64391,158,1365.483684
-205.10829,739,1365.565113
-471.00558,1480,1365.608865
-67.43757,402,1365.7343
-883.8731,2332,1365.876343
-59.0148,228,1365.933393
-122.962326,344,1365.978579
-191.14693,249,1366.088165
-302.8972,852,1366.28176
-160.21039,341,1366.422007
-630.51074,1438,1366.512877
-127.60073,317,1366.545154
-78.63052,403,1366.556743
-426.24826,2098,1366.55893
-17.652164,42,1366.615964
-173.57231,526,1366.631269
-54.44002,140,1366.757862
-546.56793,912,1366.872808
-92.42453,370,1367.040951
-146.31749,224,1367.076801
-248.60045,415,1367.134089
-112.37676,455,1367.262661
-96.758354,291,1367.450749
-20.703108,60,1367.536376
-63.514854,212,1367.562771
-10.630075,19,1367.563859
-29.070417,53,1367.638878
-60.944916,91,1367.693143
-171.1209,732,1367.911337
-355.47818,1145,1367.914266
-18.86762,34,1367.961275
-138.71353,376,1368.226265
-142.50935,194,1368.235062
-418.98764,997,1368.549752
-70.945694,345,1368.726204
-361.67465,1679,1368.807675
-90.665535,207,1368.843225
-19.735445,91,1368.943213
-825.58307,1367,1369.023161
-21.881237,81,1369.137812
-131.11111,182,1369.201722
-239.6138,300,1369.275429
-195.31747,408,1369.312928
-645.6513,1183,1369.32642
-532.8427,1924,1369.370353
-44.92229,122,1369.377162
-185.09775,851,1369.441584
-82.448265,290,1369.552264
-128.11401,210,1369.610949
-56.535793,295,1369.864549
-188.65854,892,1370.55216
-775.313,1875,1370.592376
-291.7865,592,1370.712786
-282.5387,788,1370.741142
-15.091186,32,1370.758391
-312.52023,1107,1370.952286
-478.44565,998,1370.980017
-726.81665,1163,1370.990469
-74.34989,320,1371.01001
-78.80627,190,1371.251693
-182.56409,355,1371.513464
-672.0325,1516,1371.540667
-157.80319,722,1371.977239
-132.46417,518,1371.983968
-282.01218,979,1372.147934
-20.472393,34,1372.197169
-106.699936,482,1372.229425
-21.999489,201,1372.277026
-325.40192,577,1372.339861
-425.24677,1021,1372.446659
-382.27692,1405,1372.598415
-203.79546,418,1372.93417
-16.258057,38,1372.986933
-145.21497,532,1373.032816
-186.63004,739,1373.036224
-60.579926,111,1373.149594
-635.8835,1697,1373.162186
-26.014967,110,1373.194373
-293.39185,879,1373.486023
-231.33723,377,1373.575793
-56.012474,343,1373.637973
-52.985203,69,1373.673087
-587.1788,861,1373.674663
-74.65118,106,1373.826303
-77.19499,188,1373.905871
-114.17737,218,1373.984389
-213.19601,1071,1374.125095
-55.796867,283,1374.309491
-136.04239,228,1374.449227
-442.96597,984,1374.566171
-6.681111,27,1374.605396
-54.79142,120,1374.6236
-301.11874,1114,1374.782851
-275.85614,693,1374.818907
-113.34082,165,1374.866473
-30.521124,56,1374.869525
-11.816664,113,1375.03215
-91.6681,146,1375.074105
-132.61893,781,1375.11017
-322.86948,567,1375.129303
-39.452724,75,1375.140847
-349.67514,2073,1375.172323
-121.71057,180,1375.3924
-72.04862,364,1375.602764
-150.68623,350,1375.676883
-110.167305,309,1375.833975
-43.167843,170,1375.846176
-219.50534,894,1376.936062
-183.89922,363,1377.178385
-647.5592,2063,1377.273066
-382.4223,1338,1377.358856
-266.46548,336,1377.415559
-573.8445,908,1377.967791
-314.46732,674,1378.374705
-396.4232,727,1378.39374
-262.6497,868,1378.416852
-559.369,1764,1378.491263
-6.976998,200,1378.661667
-177.66322,522,1378.713665
-145.13478,225,1378.740407
-24.606443,75,1378.770245
-177.95802,310,1378.936046
-42.004917,190,1379.011463
-130.60321,207,1379.066512
-303.93353,440,1379.341849
-670.0673,2470,1379.467824
-402.18085,1622,1379.588018
-14.393291,25,1379.625063
-53.849205,149,1379.682137
-61.154327,103,1379.770775
-266.99847,674,1380.029649
-302.5708,727,1380.052061
-58.623585,288,1380.185595
-52.274693,362,1380.201969
-670.02106,2633,1380.266647
-153.42929,327,1380.520483
-249.94383,959,1380.71393
-174.4258,519,1380.771014
-132.33554,1304,1380.800102
-44.61255,73,1380.818112
-161.86118,496,1380.973331
-12.478405,75,1381.080686
-227.81345,637,1381.110964
-66.83757,274,1381.191237
-1181.2843,2028,1381.293338
-300.67105,653,1381.450759
-289.38736,890,1381.457086
-81.229675,226,1381.616505
-123.425606,345,1381.949085
-465.0423,859,1381.998759
-330.32495,511,1382.346611
-199.59164,934,1382.444432
-7.5698814,13,1382.462753
-455.0271,798,1382.589257
-206.03224,1145,1382.82651
-112.80573,223,1382.908795
-575.25916,1430,1383.123949
-82.69172,184,1383.387725
-198.1541,784,1383.468238
-229.8926,495,1383.534514
-237.46837,847,1383.675609
-399.22607,1239,1383.769739
-591.4218,1329,1383.850164
-293.23874,360,1383.904502
-69.02785,223,1383.996009
-27.006851,84,1384.024266
-418.23944,2256,1384.044106
-103.50789,422,1384.077244
-54.711693,110,1384.242749
-201.19167,377,1384.323076
-98.8832,301,1384.471265
-72.24794,335,1384.490415
-15.23435,27,1384.510284
-137.20834,286,1384.734903
-25.057137,65,1384.827479
-74.54733,348,1384.98688
-341.1712,1657,1385.295478
-143.01405,367,1385.515667
-96.4489,263,1385.678296
-768.7328,1587,1385.826447
-302.55914,1412,1385.890507
-32.578236,59,1385.975381
-149.90262,1218,1385.993059
-194.18881,343,1386.009342
-285.20038,430,1386.295156
-157.69627,339,1386.313261
-15.662421,40,1386.352655
-98.70196,276,1386.388761
-205.87042,451,1386.655684
-961.0349,1868,1386.740878
-49.46473,327,1386.787287
-632.2038,1371,1386.800854
-578.9829,1695,1386.947189
-155.79865,393,1387.224509
-68.7281,358,1387.315168
-145.21288,400,1387.317262
-345.56638,649,1387.323987
-27.922478,58,1387.400857
-337.02515,730,1387.403399
-25.38909,32,1387.447654
-82.25427,186,1387.490661
-77.79437,156,1387.539173
-180.84882,433,1387.568191
-104.03585,296,1387.962285
-227.84818,528,1388.079641
-158.75916,897,1388.731614
-509.89175,1012,1388.852738
-87.53685,229,1389.057306
-47.456093,219,1389.368124
-95.0592,423,1389.453426
-556.01587,2695,1389.836116
-35.29585,76,1389.947685
-329.44818,1443,1390.024352
-976.3921,1769,1390.096148
-330.58688,2442,1390.279685
-267.4002,692,1390.44382
-360.93298,2070,1390.44968
-129.31963,192,1390.722313
-595.9147,1899,1390.792323
-178.05672,252,1391.082634
-254.67525,921,1391.260564
-304.22635,1004,1391.455146
-38.71529,88,1391.581276
-119.071045,292,1391.679713
-341.99335,1113,1391.685702
-228.35962,936,1391.786922
-61.381462,188,1391.861547
-411.84116,589,1391.934932
-371.29507,1478,1392.400487
-98.21286,307,1392.838279
-884.41,1485,1392.924392
-600.8657,2538,1393.004751
-105.61357,330,1393.310058
-125.02805,1197,1393.499197
-798.4324,1130,1393.549341
-575.43567,1196,1393.569554
-65.08452,136,1393.694642
-182.13606,1430,1393.738259
-90.10233,196,1393.849978
-51.607147,445,1394.377838
-196.01675,505,1394.419916
-56.534294,1156,1394.580603
-113.63335,994,1394.735625
-9.748678,12,1394.752846
-875.5826,2339,1395.036779
-409.27417,1097,1395.126764
-57.57927,104,1395.190536
-147.75122,453,1395.235526
-37.466187,109,1395.392312
-152.19728,503,1395.479754
-298.71167,1889,1395.71752
-107.77682,299,1395.909101
-369.7847,1148,1396.070666
-744.6933,1546,1396.074661
-92.907196,332,1396.193686
-320.13718,1329,1396.287042
-69.8911,300,1396.499115
-263.34332,1075,1396.730273
-49.02025,174,1396.749126
-111.981995,752,1396.984271
-13.443821,15,1397.006395
-183.20416,632,1397.09803
-125.58608,269,1397.116689
-22.517088,62,1397.185556
-662.9605,1512,1397.292897
-204.05637,267,1397.386492
-6.654851,4,1397.392769
-13.043989,92,1397.425233
-560.7734,1583,1397.658202
-313.8875,1083,1397.83594
-233.56186,561,1397.986888
-430.40927,617,1397.997442
-408.98,801,1398.542273
-715.2408,957,1398.796902
-72.085724,882,1398.92368
-226.23495,773,1398.94635
-71.708626,523,1399.290192
-94.28146,409,1399.381952
-453.80435,1116,1399.600642
-364.24133,2504,1399.662624
-142.7094,210,1399.685332
-288.4857,1184,1399.687422
-126.59029,522,1400.347531
-267.6977,503,1400.382384
-254.80647,512,1400.420214
-746.0826,2598,1400.47213
-332.11063,1093,1400.489897
-57.01784,125,1400.601162
-346.4979,1200,1400.665555
-347.67798,705,1400.694142
-86.09104,335,1400.860878
-49.388626,126,1400.87513
-202.36804,374,1401.199451
-189.10005,316,1401.324493
-428.6222,1443,1401.3557
-151.11195,443,1401.492247
-133.37323,165,1401.560251
-210.6408,758,1401.571865
-50.479763,103,1401.640834
-90.651115,382,1401.744275
-432.5315,959,1401.841758
-48.153416,193,1401.847638
-91.57727,269,1402.02462
-116.82087,204,1402.03616
-45.485855,160,1402.269804
-733.4046,1169,1402.27476
-132.40674,229,1402.356481
-68.25026,135,1402.462615
-194.65645,447,1402.485445
-38.295734,94,1402.59585
-80.47637,260,1402.726925
-224.07448,333,1402.74887
-253.30865,1005,1402.999583
-136.88068,417,1403.079738
-576.4584,1917,1403.090739
-194.84372,925,1403.175003
-10.776997,18,1403.201708
-408.51163,522,1403.747821
-41.803154,95,1403.88212
-274.0328,670,1404.038248
-171.44037,1008,1404.188269
-167.80103,738,1404.252612
-197.97108,322,1404.343052
-1155.0016,2281,1404.618546
-309.2951,1491,1404.862397
-201.14502,588,1404.88376
-286.94012,1648,1404.956295
-565.07886,1304,1404.960207
-7.8422985,12,1404.977457
-44.095215,112,1405.045484
-83.74409,309,1405.069116
-193.22495,645,1405.117998
-53.31034,191,1405.252004
-209.45616,298,1405.294657
-305.6957,700,1405.353749
-87.493706,210,1405.372015
-157.88461,407,1405.630455
-101.861374,229,1405.698358
-242.1734,517,1405.701741
-16.121613,29,1405.742654
-226.15147,455,1405.772403
-133.44286,420,1405.895406
-33.426956,108,1405.896967
-13.759633,46,1405.960263
-58.977142,156,1405.994522
-428.6926,1265,1406.072889
-22.929125,82,1406.079125
-426.75626,590,1406.197082
-32.75551,42,1406.257387
-195.27255,561,1406.502158
-16.904285,35,1406.551334
-130.67543,416,1406.590346
-291.81564,964,1406.634344
-11.530457,25,1406.669432
-85.32491,116,1406.717633
-131.38724,553,1406.873058
-89.88665,229,1407.00425
-356.65634,870,1407.147512
-113.35499,203,1407.168016
-206.53598,317,1407.179382
-204.33203,710,1407.279614
-62.39176,123,1407.353929
-550.52423,1203,1407.359164
-6.495237,6,1407.368535
-98.33267,218,1407.678288
-108.3095,555,1407.797672
-214.87358,899,1407.883905
-308.3774,633,1408.258966
-173.92432,420,1408.278041
-232.86954,754,1408.35709
-227.39594,886,1408.414909
-69.816376,99,1408.420746
-102.12543,285,1408.828013
-61.10953,786,1408.920386
-161.65314,381,1408.960333
-180.18669,517,1408.999367
-250.11969,478,1409.041121
-568.0387,1044,1409.376298
-58.191673,335,1409.400714
-841.0276,1608,1409.466332
-56.511803,155,1409.621943
-160.99954,463,1409.621997
-435.3377,2687,1409.921013
-127.69842,377,1410.16991
-93.28856,288,1410.341964
-30.632147,64,1410.433204
-462.12845,820,1410.801918
-513.7218,1643,1411.184721
-218.20615,1276,1411.207926
-32.77379,44,1411.247532
-306.2799,1556,1411.272618
-54.804546,150,1411.421428
-13.389332,37,1411.475829
-436.13156,1458,1411.562677
-485.83438,1812,1411.60246
-335.4408,1034,1411.653275
-41.506485,447,1411.892118
-23.995773,171,1411.895194
-17.183659,43,1411.957374
-443.8075,1134,1412.060031
-130.36093,587,1412.117846
-240.51472,536,1412.368006
-115.78833,243,1412.407606
-19.347572,26,1412.443892
-170.38547,1325,1412.700446
-84.470695,204,1412.734127
-136.74098,478,1412.801346
-45.408207,96,1412.937982
-449.85272,1007,1413.001925
-244.42105,291,1413.150004
-396.8602,1132,1413.583709
-178.29208,532,1413.707011
-152.9551,422,1413.761155
-75.57375,185,1413.846532
-69.312225,135,1413.898327
-394.12784,880,1413.966272
-51.617718,98,1414.039377
-324.94022,1230,1414.13419
-105.80777,405,1414.346215
-52.22615,212,1414.347317
-57.185596,171,1414.382383
-183.05362,385,1414.403584
-1321.0442,2247,1414.705864
-322.03827,513,1414.705928
-19.90729,37,1414.760097
-67.43593,328,1414.818396
-77.58642,166,1414.996784
-67.77107,475,1415.08566
-8.716309,25,1415.122544
-40.63048,130,1415.306059
-114.828255,350,1415.318881
-588.90875,2426,1415.375001
-227.17569,697,1415.381777
-535.24744,1958,1415.81419
-87.08259,363,1415.837038
-129.05356,411,1415.892812
-38.67747,59,1415.89976
-237.3198,531,1416.139765
-64.05135,266,1416.273025
-206.68883,1162,1416.368114
-224.0371,1461,1416.436865
-155.34523,293,1416.55851
-380.27258,1113,1416.969154
-225.02113,423,1416.977845
-83.036835,758,1416.98935
-196.13838,523,1417.189138
-159.07562,557,1417.360933
-301.28076,1062,1417.360989
-117.92633,289,1417.38399
-13.501518,44,1417.446271
-106.9665,173,1417.608044
-119.89722,339,1417.672888
-364.49985,1149,1417.920649
-258.27216,2116,1418.025233
-37.03796,107,1418.178252
-128.62671,395,1418.236291
-128.14731,695,1418.436624
-417.532,690,1418.590624
-56.330173,297,1418.659255
-605.95905,1270,1418.793993
-28.095325,47,1418.861547
-281.41046,698,1418.920023
-59.059258,212,1419.165165
-30.41582,64,1419.256644
-335.5728,662,1419.389913
-38.527493,81,1419.50543
-479.62085,1847,1419.632287
-299.15076,747,1419.73431
-642.20496,1685,1419.773236
-156.90756,394,1419.820881
-25.78481,118,1419.990431
-6.9838104,6,1419.998189
-39.797897,111,1420.157634
-428.00162,955,1420.287338
-376.0558,1188,1420.295652
-48.837433,400,1420.306214
-88.47235,419,1420.372738
-101.18253,229,1420.614409
-112.50051,234,1420.631141
-323.64972,1773,1420.721928
-89.219475,417,1420.759345
-76.37565,132,1420.948397
-312.5808,982,1421.043363
-148.24826,305,1421.072947
-195.50978,607,1421.244466
-237.65906,484,1421.414799
-85.15072,331,1421.545361
-234.5125,873,1421.558743
-80.40838,224,1421.564656
-87.15432,442,1421.579954
-26.263538,49,1421.630865
-378.84973,714,1421.642317
-44.841152,188,1421.833226
-419.39505,1656,1421.877833
-52.916935,221,1421.895436
-79.50726,375,1422.412392
-448.23618,690,1422.528563
-179.71631,493,1422.536992
-151.42407,460,1422.550905
-378.94888,848,1422.624986
-59.836273,177,1422.665082
-136.53943,241,1422.873566
-355.43802,937,1422.985854
-227.33673,1157,1423.288779
-952.5985,1697,1423.472359
-189.11969,527,1423.632351
-450.48718,755,1423.750439
-68.45807,220,1423.785995
-20.71385,46,1423.853106
-13.861623,154,1423.970203
-558.40076,1060,1424.062196
-63.775066,358,1424.14849
-7.015422,11,1424.164791
-163.47542,240,1424.19878
-423.095,1194,1424.2693
-77.19492,231,1424.391401
-105.5225,166,1424.402069
-439.4197,1292,1424.482475
-714.8606,1106,1424.569579
-188.87674,321,1424.861222
-99.97938,181,1425.124993
-151.66632,469,1425.156893
-932.44977,1497,1425.437303
-86.64922,337,1425.64036
-284.26004,1041,1425.692212
-268.50812,893,1425.851303
-411.7349,1191,1426.098251
-133.06757,188,1426.119297
-6.3055387,35,1426.168049
-90.69881,426,1426.246591
-47.82849,128,1426.281196
-893.1988,1533,1426.46256
-33.27462,55,1426.540944
-210.03749,667,1426.643607
-94.75276,273,1426.669949
-43.01244,187,1426.939014
-448.68472,2263,1427.211867
-479.82272,1687,1427.533495
-326.16855,820,1427.713819
-717.0267,1703,1427.868428
-123.864204,354,1428.04032
-289.69574,1085,1428.194741
-70.01494,141,1428.241879
-153.32477,418,1428.310359
-172.25975,1320,1429.097033
-217.58275,603,1429.101812
-993.8428,2106,1429.17672
-18.777893,30,1429.218634
-9.284277,11,1429.235074
-469.29855,967,1429.250282
-239.2371,1693,1429.35596
-117.18676,293,1429.520957
-317.5805,930,1429.522131
-1305.3438,2352,1429.606622
-74.29808,437,1429.858971
-242.50739,493,1430.061027
-43.870266,111,1430.218115
-166.87239,390,1430.774494
-406.17563,1074,1431.053948
-330.67435,1112,1431.193065
-665.2684,2072,1431.267431
-432.69965,1147,1431.496264
-214.21796,328,1431.524793
-98.63053,245,1431.544262
-294.84277,730,1431.817848
-176.51178,309,1431.985838
-11.423845,19,1432.011942
-88.26857,528,1432.022214
-1365.7001,2062,1432.194634
-83.715,538,1432.266812
-360.3362,1947,1432.302305
-21.097157,190,1432.572627
-258.19257,851,1432.74088
-1259.9805,2700,1432.953431
-111.21239,181,1432.998623
-178.9938,861,1433.049098
-34.479637,178,1433.209045
-286.72662,851,1433.238667
-73.24444,451,1433.646871
-387.4582,968,1433.652894
-175.39688,353,1433.718994
-12.027572,12,1433.736283
-58.787613,148,1433.872562
-64.21899,163,1433.88705
-253.31087,915,1433.891884
-216.85165,562,1434.053442
-39.90924,178,1434.15276
-165.51945,960,1434.438499
-1155.5192,1708,1434.470019
-473.58087,1773,1434.744162
-88.809105,242,1434.821261
-103.13947,142,1434.952289
-372.86462,890,1435.022968
-132.48575,170,1435.194269
-32.381325,253,1435.386184
-607.3019,1106,1435.642673
-331.54083,844,1435.64762
-301.76025,397,1435.95117
-121.76595,323,1436.107836
-72.94237,101,1436.253753
-447.0428,1792,1436.460456
-1330.6567,1869,1436.55613
-391.58215,1407,1436.836353
-90.86612,359,1436.975206
-455.18256,958,1437.017921
-28.394634,84,1437.096663
-66.99257,236,1437.175026
-19.356127,24,1437.209054
-283.47406,695,1437.252245
-273.88602,924,1437.278799
-135.98859,313,1437.467206
-251.0611,713,1437.577622
-41.65416,121,1437.643636
-1288.4763,2452,1437.671383
-14.029087,39,1437.726448
-152.87737,334,1437.761058
-13.41067,24,1437.761098
-51.688602,80,1437.879836
-227.70818,678,1438.078708
-210.58086,358,1438.101459
-54.344383,163,1438.115033
-146.08907,392,1438.663084
-14.414866,17,1438.687495
-393.72095,1142,1438.854179
-6.130972,4,1438.860062
-254.18732,561,1438.918389
-33.532017,80,1438.974823
-82.34206,269,1439.071634
-84.885635,148,1439.129467
-321.30594,849,1439.292305
-654.18164,1445,1439.331721
-19.510372,41,1439.351028
-1089.4575,2948,1439.426285
-139.33386,302,1439.561342
-81.15663,189,1439.602018
-50.617584,127,1439.608814
-93.836845,227,1439.676599
-128.58981,241,1440.018276
-716.00934,1647,1440.127123
-263.036,516,1440.350651
-530.3902,751,1440.639898
-58.93234,529,1440.779956
-83.56422,305,1440.786195
-161.63397,1279,1440.807177
-205.05057,929,1440.933833
-450.05695,2316,1440.967112
-48.41861,149,1441.179929
-154.82008,300,1441.215983
-65.27756,252,1441.295177
-80.871185,508,1441.507605
-11.872065,12,1441.525319
-249.44424,635,1441.716152
-5.654687,3,1441.719191
-67.499596,308,1441.73545
-736.97943,1150,1441.773787
-191.96515,813,1441.803586
-252.91483,474,1441.894919
-205.76648,398,1442.094786
-54.609047,348,1442.300315
-107.308754,437,1442.359353
-167.55795,340,1442.380325
-16.766363,37,1442.413867
-51.180843,252,1442.455265
-487.72345,2392,1442.496653
-50.662106,127,1442.595005
-82.87084,112,1442.754359
-217.15202,1077,1443.2588
-303.90216,637,1443.289588
