#{"t_start": 1770881564.9366617, "env_id": "None"}
r,l,t
-234.20525,705,301.540677
-76.13831,313,301.578383
-592.94995,1825,301.78661
-52.281,221,301.839373
-401.7553,968,301.852754
-312.3826,1158,302.127055
-100.21473,477,302.212272
-18.133709,78,302.315984
-163.13078,495,302.495899
-94.63568,765,302.514527
-198.0184,1276,302.569546
-165.86595,613,302.603099
-50.297073,239,302.635086
-205.0061,285,302.982558
-118.18395,430,303.088265
-215.49077,467,303.191952
-157.677,249,303.416894
-112.073845,238,303.506068
-39.865353,133,303.594382
-1468.3002,3018,303.605275
-160.04782,1144,303.650421
-73.923965,139,303.691212
-330.07678,966,303.916672
-38.88748,84,304.027046
-921.0322,1660,304.055408
-131.09918,468,304.213762
-302.0799,933,304.219504
-151.47025,402,304.222513
-129.97147,353,304.530157
-31.762266,97,304.658677
-14.941857,45,304.718061
-17.815416,99,304.848268
-145.82265,516,304.908967
-227.0904,960,304.924636
-162.92386,254,305.248545
-139.38371,319,305.275244
-253.06827,1382,305.442982
-16.071007,186,305.49703
-5.4994617,2,305.501059
-20.650267,96,305.627366
-489.77716,1073,305.643477
-481.55856,605,305.733234
-172.03557,276,305.809989
-97.53844,150,305.842996
-36.538425,100,305.866539
-731.37225,2553,305.894187
-111.48285,136,306.024199
-166.02687,306,306.034597
-106.15172,267,306.167903
-214.29633,1486,306.198902
-95.21766,197,306.288491
-228.12695,404,306.434227
-287.8392,913,306.494874
-92.95176,235,306.515953
-46.71493,56,306.570249
-552.4258,1912,306.581176
-15.609301,100,306.650458
-85.11898,132,306.746751
-121.09345,371,306.786752
-76.06192,163,306.868611
-209.34175,822,306.96696
-22.595295,41,307.020366
-100.53215,274,307.150913
-420.7234,870,307.198606
-28.111351,60,307.275905
-280.13074,647,307.293664
-11.230093,35,307.323539
-23.821407,53,307.392142
-275.7041,802,307.650329
-130.38364,469,307.777409
-341.8458,775,307.781603
-20.379639,34,307.825851
-14.738063,148,307.848026
-145.72961,652,307.892009
-120.30227,448,307.999079
-254.12308,536,308.017012
-35.578613,142,308.042467
-129.94409,252,308.229927
-299.97736,712,308.78001
-167.01878,594,308.834908
-295.867,692,309.150465
-9.499462,10,309.164481
-443.37875,1756,309.212318
-287.3918,1143,309.308658
-125.79689,339,309.622894
-8.980533,12,309.639122
-312.00864,785,309.830864
-905.7801,3067,310.269025
-217.07951,404,310.366228
-279.7469,945,310.477178
-51.408024,894,310.500698
-16.769566,59,310.556999
-46.972466,141,310.557043
-16.410517,29,310.595006
-100.15897,159,310.712692
-246.14552,1422,310.733795
-407.73206,846,310.766956
-165.48071,479,310.916939
-71.504135,407,311.10729
-234.49355,303,311.126906
-73.10782,180,311.159486
-29.338732,67,311.246139
-1311.1471,2489,311.348752
-101.70302,184,311.351296
-478.41382,2551,311.413434
-94.65526,130,311.419759
-159.664,360,311.612127
-64.34088,193,311.612196
-351.86984,678,311.651295
-58.740074,81,311.763249
-114.953285,302,311.764583
-58.574535,282,311.990046
-50.313995,177,312.000546
-17.030897,34,312.037681
-164.8186,954,312.059494
-217.67029,758,312.62889
-223.89369,502,312.729534
-429.72714,1694,312.876954
-6.547738,11,312.892958
-17.023155,20,312.920819
-140.87175,205,313.008796
-73.49238,113,313.160844
-157.9261,432,313.212161
-30.717865,235,313.236562
-691.35425,1154,313.313241
-14.858853,59,313.316604
-120.07903,237,313.640118
-425.44928,528,313.874596
-146.56197,550,313.961842
-17.804585,39,314.01357
-126.08913,354,314.117744
-435.73184,2039,314.174525
-290.5463,2055,314.188059
-860.4877,1651,314.2643
-123.59679,384,314.626215
-157.4762,406,314.801387
-171.12714,780,314.916039
-1032.3523,2439,315.28404
-120.478,373,315.307469
-209.55196,877,315.349327
-128.41025,650,315.503559
-374.86,990,315.514323
-139.41237,1170,315.578517
-20.010376,60,315.583294
-117.05072,556,315.668221
-105.34101,265,315.939215
-1528.3132,1965,315.957258
-334.0298,583,316.089025
-175.01373,565,316.105208
-101.59919,307,316.351636
-249.17255,738,316.505068
-191.02809,633,316.519319
-252.76245,495,316.623273
-225.53183,887,316.774201
-244.28993,532,316.807019
-74.56235,226,316.927464
-108.19141,630,316.953768
-142.92285,348,316.972147
-55.23045,161,316.988551
-29.26056,52,317.045109
-26.500523,93,317.082638
-55.92997,274,317.446648
-477.95782,902,317.566279
-16.219267,48,317.630794
-41.55034,80,317.737041
-259.9153,1025,317.896093
-30.920172,128,317.908733
-679.3048,1963,317.922073
-144.94153,338,318.366659
-531.54047,1073,318.372124
-535.5264,1005,318.398038
-70.87857,446,318.499593
-40.26435,86,318.512262
-40.054867,64,318.602321
-22.552622,45,318.666912
-185.22922,581,318.717238
-98.96416,256,318.723453
-56.628307,154,318.935795
-186.63399,243,319.004039
-382.8049,1515,319.047589
-746.79205,1202,319.084184
-762.83954,1884,319.355089
-254.7134,495,319.709062
-22.482193,46,319.76932
-159.6697,650,319.806401
-176.96161,541,319.807491
-269.3779,1117,319.889518
-237.93312,747,320.363417
-128.32645,519,320.471466
-80.471886,519,320.509535
-198.31064,787,320.865678
-243.39479,482,321.007681
-544.70294,1573,321.114604
-231.81781,1799,321.138508
-7.2987022,30,321.177873
-433.08792,975,321.199142
-12.001802,49,321.243819
-39.517586,63,321.284533
-292.7676,649,321.379142
-99.228775,169,321.473812
-46.566814,316,321.541589
-105.28244,410,321.561447
-36.366596,87,321.589607
-44.814026,144,321.733474
-7.435237,7,321.743592
-168.2722,679,321.776911
-476.16006,1040,321.868796
-73.50031,225,321.895055
-80.79826,184,321.993133
-134.57465,544,322.018204
-44.26012,140,322.083296
-64.03018,458,322.177663
-165.99245,309,322.197365
-34.00186,35,322.225985
-94.503815,220,322.491715
-90.93711,486,322.521495
-58.193985,291,322.617103
-319.68884,935,322.638832
-168.37979,480,322.665117
-167.70901,564,322.845261
-11.475843,14,322.863701
-93.191185,197,322.885744
-82.891174,663,322.890907
-57.52637,142,323.078549
-101.97372,269,323.227737
-74.175224,160,323.294633
-170.6706,595,323.329684
-899.65234,3627,323.400688
-96.418495,166,323.452425
-97.39519,145,323.490786
-40.50135,73,323.501132
-268.824,779,323.546429
-32.633827,109,323.637714
-80.73071,294,323.728913
-5.4306536,2,323.731129
-339.25293,815,323.768134
-62.62222,201,323.823829
-154.1106,304,324.051325
-373.95657,1103,324.136234
-14.199966,22,324.163587
-476.2263,999,324.242177
-129.42004,317,324.248934
-199.98921,455,324.387146
-15.945358,40,324.440828
-391.2543,789,324.569972
-57.20803,142,324.634772
-68.12561,298,324.647276
-299.8859,554,324.801269
-180.7256,364,325.062932
-331.79715,647,325.126868
-255.7468,430,325.230296
-161.89508,227,325.430284
-7.189354,36,325.479005
-187.36557,618,325.63101
-392.65637,1680,325.999849
-817.33075,1426,326.089833
-173.21062,360,326.118752
-458.76437,799,326.138256
-205.9721,826,326.338511
-432.0861,1313,326.402458
-123.55792,332,326.536746
-441.3396,2326,326.593333
-70.19377,367,326.612931
-111.4057,211,326.624073
-126.54864,235,326.858723
-97.51289,235,326.91906
-94.22826,1081,326.94485
-101.65674,603,326.957802
-159.98293,428,326.989196
-104.364494,149,327.188076
-266.37122,434,327.206254
-28.840353,254,327.30143
-135.37808,556,327.380325
-16.106346,37,327.428922
-177.08073,441,327.454104
-88.843796,146,327.649739
-199.77882,538,327.665966
-60.79542,391,327.731979
-995.17523,1294,327.751522
-376.96866,649,328.175073
-102.65239,418,328.216552
-336.60223,760,328.454403
-346.87228,575,328.525348
-454.1906,1106,328.676321
-125.621704,751,328.677503
-178.6097,358,328.69504
-28.153776,37,328.726045
-40.423847,156,328.937128
-269.10776,714,329.134214
-144.50189,621,329.286577
-86.09932,506,329.356266
-821.1437,1444,329.6822
-22.445715,30,329.725033
-88.760216,370,329.797377
-22.506052,59,329.80548
-38.952385,124,329.971505
-6.2206,4,329.977055
-79.26387,460,329.987323
-1082.9275,2390,330.147394
-259.43182,896,330.153744
-63.23484,299,330.2008
-25.81398,58,330.281
-340.9638,932,330.403547
-149.19232,309,330.571451
-539.7131,1788,330.954885
-548.72656,1673,330.971462
-168.56786,314,331.006414
-10.152105,66,331.044652
-115.66217,620,331.245644
-151.83336,336,331.452713
-17.305454,27,331.489427
-19.551788,52,331.559324
-220.12366,1099,331.767548
-146.87592,624,331.881895
-117.361015,493,331.909147
-184.04198,761,331.996469
-376.6235,1556,332.097949
-1011.48224,1757,332.361159
-150.87904,296,332.400046
-241.05298,659,332.455876
-97.96914,637,332.776599
-126.72637,428,332.949943
-113.126,546,333.210491
-421.621,1082,333.25599
-1028.8108,2311,333.299464
-29.533594,33,333.345177
-17.065758,76,333.358738
-11.688232,32,333.38801
-648.9662,1229,333.568914
-337.31213,578,333.578105
-96.153564,476,334.000227
-744.44324,1278,334.144499
-461.07578,1577,334.251446
-379.64,985,334.290832
-165.31822,578,334.356748
-203.92415,650,334.447603
-53.656914,258,334.496039
-233.61937,893,334.59279
-39.192303,224,334.592842
-11.716227,309,334.669856
-220.3722,571,335.129447
-235.59401,445,335.194346
-24.577002,32,335.238324
-167.78084,509,335.356991
-237.13959,1012,335.368997
-49.27605,74,335.458905
-400.44247,883,335.687274
-95.95136,325,335.807834
-440.25848,1065,335.887266
-79.99843,171,335.921249
-28.179667,71,336.020298
-9.355724,14,336.038379
-235.75809,470,336.096741
-101.353264,225,336.118286
-1139.2028,2170,336.151831
-545.11316,1203,336.225776
-147.94647,272,336.410426
-296.28937,434,336.485594
-231.05298,1036,336.546093
-131.40315,426,336.687237
-16.163456,51,336.756769
-167.62549,488,336.825945
-63.39224,102,336.965039
-120.39709,448,337.096032
-66.27681,135,337.144493
-129.1,474,337.190881
-309.91965,632,337.2815
-124.753075,319,337.587593
-142.93271,326,337.641231
-364.17615,1075,337.701967
-130.47495,467,337.738688
-78.82402,157,337.799364
-38.81488,124,337.90749
-69.89529,321,338.076924
-65.68289,93,338.202177
-413.32922,1180,338.364467
-88.47889,492,338.369411
-178.07468,621,338.748522
-554.6815,2583,338.76398
-91.09177,322,339.190753
-254.68872,764,339.240517
-257.40387,1071,339.255645
-527.66925,1578,339.426836
-238.96931,509,339.454844
-70.81086,149,339.455952
-714.8596,2468,339.487083
-417.78903,1012,339.738096
-157.64258,407,339.741008
-132.62534,741,340.244292
-60.46865,379,340.251276
-333.58548,946,340.709768
-348.2187,927,340.71365
-284.25702,743,341.256387
-313.70026,498,341.384409
-437.97,1319,341.527204
-26.531992,38,341.577805
-138.52034,194,341.64447
-582.2471,1633,341.698515
-396.2335,1176,341.838151
-29.497154,112,341.988912
-56.515053,220,341.99535
-554.16077,2722,342.060147
-54.088978,124,342.164845
-627.767,2121,342.336938
-191.16158,373,342.499304
-28.725431,86,342.619313
-237.97676,455,342.795179
-142.03166,233,342.942763
-428.0898,741,343.079595
-229.69714,1061,343.099676
-263.49918,598,343.157889
-92.62281,315,343.227331
-117.933136,192,343.368791
-106.52059,308,343.582485
-19.554108,22,343.613652
-1088.4567,1496,343.630764
-194.00188,303,343.643695
-11.609639,40,343.684993
-157.3665,547,343.6934
-49.73307,60,343.724867
-1071.9559,2210,343.7299
-47.62339,59,343.803192
-46.764427,169,343.839977
-161.46922,588,343.885
-88.373604,314,344.119773
-242.72021,568,344.140693
-120.55446,354,344.369387
-145.9143,443,344.408035
-1431.7981,2326,344.436133
-164.2162,229,344.749363
-257.01428,588,344.918866
-15.065474,16,344.940845
-330.6352,897,345.061497
-83.294754,264,345.107724
-142.46826,539,345.140712
-315.99448,907,345.369951
-65.00276,197,345.373863
-19.682991,84,345.48727
-148.93503,419,345.50801
-334.57315,1347,345.55985
-136.71086,339,345.598122
-475.67844,1003,345.728156
-245.03137,382,345.888679
-80.51234,254,345.904157
-201.31119,374,345.991528
-265.53134,541,346.241172
-428.57095,2023,346.431396
-100.90953,210,346.528363
-322.8591,691,346.665941
-290.3364,535,346.721431
-20.901886,50,346.791044
-38.374687,69,346.884582
-210.4892,745,346.904286
-24.48991,54,346.978865
-69.786674,632,347.395668
-207.99251,611,347.505744
-21.306574,27,347.543238
-904.7522,1485,347.626629
-64.76921,170,347.627882
-1071.2147,1914,347.670966
-17.513283,40,347.682737
-21.186066,76,347.730828
-23.775171,95,347.859722
-374.07733,822,348.103096
-394.12006,1635,348.135831
-7.1022005,5,348.143709
-81.965775,445,348.46506
-74.40812,316,348.532253
-76.38046,660,348.569126
-106.3605,802,348.773053
-81.60245,202,348.80925
-477.6263,1752,348.825594
-215.49426,298,348.871542
-43.966206,66,348.913693
-45.46214,117,348.934794
-71.27244,158,349.022867
-43.399666,82,349.02681
-25.174,74,349.127099
-397.81458,1247,349.242625
-1140.2642,1748,349.273906
-55.462383,213,349.418513
-16.116852,37,349.469828
-115.69225,462,349.563133
-140.03632,279,349.651123
-40.224262,156,349.677308
-202.62093,404,349.787909
-67.58685,175,349.885425
-14.436059,105,350.028453
-186.60603,451,350.28391
-1179.7533,1755,351.251593
-543.8906,934,351.296899
-151.206,233,351.567489
-59.81686,110,351.720185
-24.588661,28,351.759075
-433.1142,1474,351.794918
-290.21082,524,352.01342
-1153.3809,2275,352.116341
-11.766802,54,352.18813
-46.361023,158,352.401864
-157.83652,533,352.483766
-64.88526,151,352.607683
-603.5093,2984,352.624115
-1385.6704,1798,352.734504
-32.091385,89,352.745257
-92.25162,163,352.962399
-502.61798,874,352.975934
-953.9138,3587,353.013709
-109.508545,395,353.01658
-1145.5795,2588,353.07257
-93.37621,334,353.182199
-77.45172,286,353.351383
-97.82753,270,353.384554
-235.38702,607,353.430252
-17.984224,21,353.460589
-58.630493,106,353.605206
-152.32175,459,353.642865
-19.62429,39,353.695912
-189.94997,513,353.773777
-296.6427,471,353.827469
-263.0377,442,353.9584
-391.05856,1500,354.052217
-62.969788,337,354.155678
-31.649967,159,354.173524
-405.76846,645,354.265054
-58.423515,127,354.328497
-167.12993,1008,354.351361
-173.0423,456,354.448118
-9.992733,17,354.470633
-72.57221,125,354.522903
-140.62842,234,354.790962
-240.76778,774,354.8293
-119.822205,417,354.833788
-8.874567,38,354.886682
-49.344273,326,354.968456
-115.71199,263,355.154393
-152.0812,862,355.229566
-309.60486,780,355.238068
-222.50739,675,355.251284
-81.4225,280,355.270236
-71.22841,254,355.583984
-202.9437,604,355.655045
-63.638428,165,355.809432
-196.0699,531,355.876907
-96.9681,489,355.918991
-16.707968,81,355.987426
-721.3065,1749,355.990273
-23.936586,57,356.064039
-123.64623,182,356.23982
-152.9458,450,356.421643
-181.86502,451,356.534523
-685.47546,1005,356.602403
-52.493164,93,356.662766
-107.48504,323,356.684636
-109.59914,882,356.860093
-36.576515,63,356.94679
-34.45392,199,356.953359
-53.588757,123,357.113339
-376.1429,787,357.139691
-622.1529,1616,357.175215
-30.355639,203,357.228838
-88.99323,608,357.25404
-39.80917,86,357.290798
-20.486435,32,357.335088
-174.44743,632,357.465489
-125.74972,396,357.794488
-1008.8388,1873,357.823404
-166.44115,563,357.905783
-48.515182,118,357.953118
-121.34682,466,357.969915
-25.997307,36,358.01814
-120.464035,443,358.065094
-105.23667,636,358.094742
-153.79391,723,358.098543
-131.05751,398,358.364802
-37.42621,293,358.495693
-92.51406,199,358.635254
-156.97856,518,358.657242
-35.537296,73,358.734772
-164.13385,1609,358.849475
-219.69699,599,358.878295
-43.02476,54,358.924383
-47.417007,291,359.051328
-208.19717,818,359.129336
-13.438207,76,359.154037
-130.65639,222,359.179608
-16.71646,40,359.208539
-166.15872,222,359.22364
-50.167366,164,359.400829
-120.27796,186,359.477326
-207.70483,570,359.507185
-1017.47144,1290,359.850461
-110.84632,512,359.906757
-182.80673,366,359.978415
-929.9391,1638,360.137098
-191.03491,262,360.210443
-63.995403,117,360.296875
-153.99915,405,360.462399
-383.8537,750,360.533478
-515.4088,1555,360.614613
-563.1307,953,360.706796
-60.931572,204,360.74379
-95.17606,571,360.761439
-33.487663,213,360.90944
-166.46553,452,360.915409
-145.62807,553,360.964797
-51.028065,214,361.203844
-332.16898,1588,361.29618
-49.42373,123,361.368325
-98.69976,506,361.590592
-117.76321,334,361.825158
-266.75977,816,362.079124
-585.74207,1016,362.095543
-497.7226,1136,362.298028
-60.72434,219,362.383835
-102.25233,620,362.451869
-139.81848,1409,362.467297
-258.4646,572,362.619183
-77.80723,284,362.689655
-96.089485,283,362.844357
-204.66566,344,362.861751
-136.25197,368,362.976747
-55.7822,296,363.032043
-31.07326,169,363.078251
-74.750465,159,363.081868
-113.4898,293,363.098311
-22.121382,133,363.160116
-33.563637,84,363.192977
-22.12994,99,363.328228
-6.1001205,8,363.339595
-58.021534,240,363.41081
-124.56781,294,363.5006
-40.896816,126,363.513957
-36.939888,264,363.522777
-304.859,1622,363.533828
-11.987385,16,363.546495
-13.620718,51,363.615636
-288.46567,428,363.620545
-15.034367,145,363.731627
-118.114136,213,363.793471
-450.83606,2212,363.800076
-18.77538,135,363.804933
-230.39825,1339,363.942013
-45.93439,174,363.97002
-37.39662,53,364.015637
-161.64655,442,364.016753
-68.17752,195,364.063372
-136.19202,377,364.133158
-58.559628,115,364.175996
-55.565056,105,364.20794
-239.40448,319,364.240738
-203.9585,250,364.315284
-34.431664,254,364.480674
-108.64887,521,364.519736
-175.74707,386,364.768097
-231.61232,607,364.851049
-225.07274,535,364.911766
-8.291515,11,364.926671
-54.198917,80,364.960919
-198.49957,351,365.005167
-278.2959,839,365.637
-139.08075,494,365.640054
-337.2893,1602,365.716277
-46.44521,192,365.901809
-285.5781,792,366.090497
-335.22363,983,366.119316
-24.719788,257,366.25481
-272.92737,1064,366.385667
-390.50046,1655,366.477191
-103.620804,389,366.648906
-45.449352,75,366.751492
-545.56433,1795,366.774447
-147.71672,581,366.883273
-66.778755,145,366.949965
-126.0678,547,366.999837
-98.959305,525,367.101159
-485.16867,1092,367.127781
-357.70657,1035,367.128855
-45.209293,135,367.313782
-100.15579,191,367.361986
-157.30824,730,367.471508
-222.99324,454,367.62146
-255.45558,318,367.748513
-105.531845,247,368.086719
-429.46262,797,368.217219
-131.53992,536,368.353423
-5.0,1,368.35425
-202.22473,1136,368.5023
-342.4763,1337,368.602216
-6.5541873,3,368.606997
-287.82516,920,368.621384
-172.0411,538,368.819351
-133.42247,525,368.93364
-71.23518,351,369.08627
-554.6889,1625,369.103229
-112.26873,443,369.108509
-790.7181,1394,369.378489
-81.66117,231,369.419817
-115.65322,164,369.601864
-313.17282,770,369.674095
-43.646675,105,369.815481
-268.30563,572,369.868799
-124.9894,648,369.992565
-82.96814,553,370.181721
-45.69274,147,370.38311
-112.6667,283,370.387448
-800.57635,1333,370.761694
-225.77138,288,370.777022
-1112.4646,1940,371.011551
-316.50272,1047,371.038759
-116.70341,994,371.186057
-76.60298,285,371.43514
-253.74226,521,371.481333
-8.275976,10,371.494499
-605.95026,2093,371.694544
-393.63043,713,371.757328
-448.9927,1043,371.817759
-7.6867776,35,371.865896
-81.38812,335,371.894226
-61.495285,173,371.932541
-13.445809,31,371.93789
-15.441848,99,372.003844
-60.331104,274,372.133223
-692.57135,1706,372.213011
-24.84061,70,372.228945
-44.36614,73,372.326927
-122.2839,299,372.34099
-54.03378,623,372.347697
-10.318172,28,372.369436
-28.78982,72,372.472737
-57.811996,369,372.515239
-211.37115,501,373.034741
-330.78854,546,373.218694
-220.61089,803,373.457919
-671.1162,1710,373.538419
-373.84042,1843,373.553763
-362.66135,978,373.564506
-188.82452,284,373.93102
-81.39899,358,373.951405
-187.66203,343,374.037989
-486.15997,1227,374.203774
-169.37054,925,374.816964
-882.0173,1212,374.881102
-120.45261,647,374.915717
-94.895134,157,375.133594
-833.94025,1560,375.1729
-113.95597,271,375.253716
-606.97107,994,375.288022
-333.1243,858,375.371548
-18.98561,40,375.426317
-2058.7676,2677,375.613926
-138.52385,284,375.679487
-58.663807,193,375.694931
-130.07556,467,375.775445
-10.563732,21,375.805456
-251.75308,326,376.063492
-280.99103,913,376.072175
-348.19153,683,376.192981
-66.39609,98,376.197979
-113.621796,286,376.198002
-292.15408,404,376.235244
-37.38171,179,376.316949
-113.02624,178,376.434522
-246.4137,586,376.496642
-99.06451,167,376.663356
-188.66136,491,376.909648
-1128.867,2180,376.939085
-14.40327,22,376.93912
-134.79326,503,377.190781
-79.48432,434,377.266097
-301.9813,895,377.430066
-110.53658,202,377.707218
-689.32367,1094,377.827533
-27.21266,108,377.85804
-226.772,502,377.960584
-59.65928,191,378.120806
-82.25556,199,378.235103
-290.95557,1035,378.36958
-37.179356,98,378.369632
-294.37006,958,378.515475
-68.334,196,378.639239
-324.19455,868,379.021791
-293.9175,1587,379.129104
-124.398674,402,379.195736
-207.56497,608,379.210561
-975.0776,2194,379.226536
-662.4895,3138,379.499383
-126.312775,316,379.57011
-61.559853,296,379.620613
-69.87484,303,379.644315
-131.58269,328,379.65013
-18.377178,84,379.76082
-56.918957,107,379.769278
-82.661476,191,379.834479
-318.33984,1196,380.165202
-222.39099,308,380.182869
-59.997578,260,380.19063
-102.68688,413,380.217956
-327.3756,866,380.219859
-163.34477,345,380.240993
-49.8974,81,380.27772
-89.95151,107,380.335911
-33.01042,65,380.367207
-79.90154,263,380.728993
-28.549004,73,380.827875
-281.2304,537,380.956244
-306.44632,792,381.327378
-931.52264,2382,381.401557
-22.37358,167,381.555001
-940.01697,1797,381.967057
-119.175606,474,382.051278
-212.15605,964,382.150064
-419.68073,1668,382.514971
-35.870827,65,382.604614
-333.15973,1853,382.733119
-6.169674,4,382.739425
-330.8921,523,382.778297
-640.71185,1359,382.828803
-12.113934,40,382.833311
-39.61109,190,382.862371
-293.04425,1877,382.92046
-607.8776,1073,383.037784
-176.30019,663,383.070704
-18.774305,20,383.098151
-25.261683,63,383.124953
-72.37763,191,383.385186
-659.60535,1086,383.468482
-124.5667,546,383.491964
-59.83298,110,383.540555
-22.865698,122,383.661463
-80.505035,601,383.693633
-364.59454,574,383.712268
-105.643456,275,383.848282
-92.80437,219,383.962245
-13.118132,112,384.114542
-291.9933,586,384.353379
-145.5908,369,384.36371
-159.2507,510,384.423361
-56.088734,146,384.624623
-106.20523,212,384.659067
-689.4942,1326,384.670447
-281.70514,706,384.675303
-159.69441,807,385.741454
-452.17108,834,385.827635
-393.32224,2158,386.090188
-36.54309,78,386.200443
-40.25945,376,386.267662
-98.62706,189,386.461831
-323.50674,456,386.461888
-910.4684,2673,386.535453
-697.2221,1764,386.799371
-410.12085,1583,386.853358
-49.241016,408,387.101909
-39.908447,224,387.16625
-182.2157,726,387.278217
-386.13873,811,387.593309
-88.19844,407,387.734281
-82.69759,340,387.74895
-279.98676,680,387.748978
-551.656,997,387.847419
-15.085636,36,387.897501
-37.282238,156,387.952098
-20.63263,45,388.015266
-89.09825,157,388.114915
-82.28307,297,388.161211
-142.01965,531,388.323191
-1538.1665,3145,388.48674
-30.636383,287,388.556403
-30.102007,95,388.617191
-452.9468,2868,388.655666
-247.56097,703,388.720633
-66.76874,130,388.736765
-306.25696,627,389.188838
-105.42218,374,389.237598
-197.00343,440,389.341187
-65.004036,136,389.376185
-8.650929,29,389.381506
-232.40509,949,389.423561
-423.24408,1823,389.627208
-403.73682,1060,390.083285
-189.21085,529,390.158466
-491.12613,1618,390.250327
-37.161255,94,390.381701
-309.5001,942,390.541142
-182.29881,226,390.690701
-66.812454,117,390.701653
-84.58953,450,390.778853
-795.7639,1593,390.85594
-100.935974,143,390.887746
-656.3549,1115,390.919551
-100.71876,248,391.042673
-354.48157,1099,391.145619
-19.058916,229,391.360633
-316.01413,1442,391.377599
-201.07109,475,391.435756
-64.09291,131,391.54354
-123.309814,235,391.76481
-78.57954,287,391.77833
-224.77298,510,391.856509
-265.21423,1339,391.938509
-396.18784,766,391.953305
-68.017876,169,392.013336
-74.81695,136,392.043409
-197.8566,379,392.070642
-300.56165,887,392.086518
-43.63728,131,392.117999
-52.242264,135,392.136574
-164.83066,372,392.278521
-57.731255,153,392.34805
-111.85179,231,392.360908
-86.96778,255,392.362
-30.418581,106,392.425915
-222.98451,274,392.466765
-141.47597,361,392.617144
-95.26746,478,393.00799
-335.4757,529,393.091583
-152.46562,786,393.155724
-216.38083,683,393.366583
-39.727234,282,393.757035
-90.24518,510,393.797543
-9.019999,12,393.814445
-1348.554,2147,393.891721
-628.2709,1059,393.926434
-98.4008,268,394.183677
-70.06984,233,394.211391
-432.0199,1210,394.287312
-193.863,404,394.319188
-347.0132,842,394.321508
-75.74216,329,394.385497
-395.25497,1516,394.460701
-511.48352,1164,394.620719
-68.17919,204,394.669923
-273.17117,412,394.75861
-71.524376,243,394.798467
-28.79756,115,394.827294
-89.40839,394,394.869468
-190.26047,460,394.931216
-212.72293,355,395.321206
-127.64163,343,395.344245
-117.03412,313,395.365318
-316.58313,822,395.464768
-180.95792,668,395.552831
-54.973076,186,395.626817
-344.73285,1017,395.632018
-20.91652,58,395.713465
-486.02032,657,395.716244
-119.08971,431,395.927685
-58.163887,167,395.946704
-122.824,235,395.956538
-70.98824,125,396.128388
-333.1366,671,396.288404
-103.86687,271,396.331596
-118.742294,326,396.388943
-252.25716,613,396.417195
-93.034355,113,396.547039
-9.935691,12,396.564205
-93.84366,791,396.82172
-649.51044,1541,396.909673
-277.40958,561,397.064675
-92.79798,433,397.157231
-223.05373,576,397.207825
-115.12802,342,397.292833
-38.348976,82,397.320944
-951.18524,1497,397.544467
-234.48874,425,397.650872
-150.6361,260,397.650926
-105.363495,393,397.696562
-480.88626,1199,397.79146
-22.298721,28,397.830385
-47.090416,166,397.929302
-30.4118,82,398.041967
-45.27092,173,398.070511
-114.969086,241,398.403458
-213.82442,626,398.410498
-14.990739,32,398.455368
-25.214512,110,398.556366
-441.93076,960,398.65159
-53.238384,102,398.700335
-76.02229,139,398.847801
-217.39682,591,398.866401
-161.8496,1001,399.04333
-280.1055,1824,399.438876
-606.29846,1299,399.45628
-157.69156,432,399.465813
-138.9468,746,399.495088
-432.28076,2294,399.509175
-20.543812,40,399.550397
-34.135563,113,399.595247
-38.607475,119,399.717345
-72.718,123,399.768129
-166.08562,569,399.834134
-203.94232,339,399.939312
-39.00182,115,400.099165
-36.309074,95,400.231958
-215.16147,417,400.346858
-64.40981,263,400.712056
-134.86516,906,400.716746
-298.69067,1406,400.801676
-108.045784,197,400.988707
-297.4669,875,401.050568
-508.10626,977,401.074846
-7.841882,10,401.089464
-688.6253,1849,401.273311
-103.653275,275,401.471746
-245.25955,1568,401.690723
-50.544487,165,401.703106
-100.83105,715,401.985358
-167.433,323,402.154786
-809.8801,1487,402.299821
-44.637913,139,402.492298
-20.275509,27,402.528039
-229.6245,611,402.539955
-238.79419,376,402.677965
-48.629513,113,402.689211
-263.61343,1433,402.708943
-748.7829,1038,402.720901
-14.985697,45,402.742007
-345.93182,1244,402.787107
-790.2506,1432,402.79898
-107.56041,213,403.008199
-95.25362,236,403.049956
-91.60724,226,403.055788
-65.60231,267,403.061565
-80.06899,240,403.391477
-190.52467,434,403.399915
-146.31493,317,403.444875
-26.763258,41,403.501122
-58.50861,405,403.609276
-26.903625,76,403.713366
-404.48648,898,403.786936
-72.02003,187,403.976835
-164.35681,565,404.578531
-200.8626,431,404.578581
-1497.8455,2038,404.828052
-419.70743,1574,404.978074
-71.649475,288,404.983384
-84.32398,347,405.065907
-530.98724,1157,405.117234
-59.276787,109,405.271635
-151.01927,230,405.305107
-125.54126,188,405.328127
-683.6944,1439,405.407825
-496.8024,1716,405.447866
-40.460964,93,405.539014
-451.5928,1640,405.681619
-175.90009,371,406.196091
-258.68665,478,406.201445
-135.39656,734,406.324663
-376.67484,768,406.513305
-663.83936,1193,406.637395
-110.16691,329,406.651566
-173.07639,344,406.67817
-27.413336,64,406.725103
-24.54835,159,406.942985
-601.17224,1240,407.046825
-374.53766,1619,407.07636
-249.87341,314,407.086344
-53.08711,89,407.170119
-401.44186,812,407.445045
-878.72076,1584,407.46552
